user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Kavita Das,83417.8,0,placeholder://scrap-images/newspaper/3d34eadf.webp,Newspaper,1454.98,Stable,RCY-1045,REF-102986,UPI,TXN601835675858,+91 11 9307 2900,81019.8,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Sanjay Kumar,65445.5,0,placeholder://scrap-images/copper/1e3ef5a7.webp,Copper,44453.18,Falling,RCY-1055,REF-102987,UPI,TXN581653641805,+91 11 2744 9668,169538.3,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Ritu Iyer,13986.9,5,placeholder://scrap-images/small-battery/3ed9976e.webp,Small Battery,744.35,Rising,RCY-1013,REF-102988,UPI,TXN620246561438,+91 11 7348 2677,21398.7,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Suresh Gupta,64089.0,0,placeholder://scrap-images/iron-steel/7bfe2d3c.webp,Iron / Steel,2138.28,Stable,RCY-1046,REF-102989,Cash,CASH-E511651577,+91 11 6510 7006,104757.1,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Aarti Bhatt,8353.6,4,placeholder://scrap-images/small-battery/db5d32a3.webp,Small Battery,417.99,Falling,RCY-1022,REF-102990,UPI,TXN877972583144,+91 11 3150 9714,13695.3,Sunrise Waste Management,"Guindy, Chennai",Authorized
Karan Mehta,712.2,5,placeholder://scrap-images/small-battery/96109a94.webp,Small Battery,36.63,Rising,RCY-1050,REF-102991,Cash,CASH-F525C3E407,+91 11 9616 3209,1037.6,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Vinod Rana,44387.9,0,placeholder://scrap-images/pet-bottles/c2a773a2.webp,PET Bottles,697.2,Rising,RCY-1020,REF-102992,UPI,TXN352337955042,+91 11 8484 4170,50046.9,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Sunita Sharma,10774.5,4,placeholder://scrap-images/small-battery/e6157b66.webp,Small Battery,548.03,Stable,RCY-1005,REF-102993,Cash,CASH-0FCE853EAF,+91 11 6647 2961,16415.4,Shakti Industries,"Narela, New Delhi",Authorized
Yogesh Tiwari,5783.4,8,placeholder://scrap-images/small-battery/892e37cc.webp,Small Battery,286.44,Rising,RCY-1057,REF-102994,UPI,TXN868784851325,+91 11 9551 7313,8254.3,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Amit Reddy,87426.9,0,placeholder://scrap-images/pet-bottles/1c8e13f7.webp,PET Bottles,1400.88,Stable,RCY-1004,REF-102995,UPI,TXN621222085471,+91 11 5073 2825,103374.4,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Sanjay Das,213.9,4,placeholder://scrap-images/small-battery/f93de2ab.webp,Small Battery,9.95,Stable,RCY-1051,REF-102996,UPI,TXN157386566809,+91 11 8803 4433,290.7,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Jyoti Joshi,76574.2,0,placeholder://scrap-images/hard-plastics/68bfe869.webp,Hard Plastics,1630.62,Rising,RCY-1030,REF-102997,Cash,CASH-EB464DF5B6,+91 11 5508 2403,92183.6,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Preeti Kumar,5124.6,0,placeholder://scrap-images/newspaper/19c38ee6.webp,Newspaper,99.31,Rising,RCY-1042,REF-102998,Cash,CASH-26B3CCDE2A,+91 11 7113 1439,4787.7,Shakti Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Deepak Mehta,49197.9,0,placeholder://scrap-images/pet-bottles/8beb4780.webp,PET Bottles,681.12,Stable,RCY-1011,REF-102999,UPI,TXN790008868152,+91 11 8824 2399,53815.4,Sunrise Enterprises,"Narela, New Delhi",Authorized
Rekha Mishra,7908.3,5,placeholder://scrap-images/lead-acid-battery/cada151e.webp,Lead-Acid Battery,732.92,Rising,RCY-1044,REF-103000,UPI,TXN947884641194,+91 11 1619 3152,10431.3,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Kiran Malhotra,12221.0,8,placeholder://scrap-images/lead-acid-battery/21ea4584.webp,Lead-Acid Battery,1243.86,Rising,RCY-1050,REF-103001,UPI,TXN281237744718,+91 11 4221 1225,14256.9,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Sanjay Sinha,11946.3,1,placeholder://scrap-images/e-waste-pcb/62af2008.webp,E-Waste PCB,1902.61,Rising,RCY-1021,REF-103002,UPI,TXN975978953679,+91 11 5582 2994,43647.4,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Seema Patel,849.1,7,placeholder://scrap-images/e-waste-pcb/fff57d39.webp,E-Waste PCB,127.24,Rising,RCY-1031,REF-103003,UPI,TXN695637969308,+91 11 6539 1080,3532.7,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Rahul Das,4659.4,1,placeholder://scrap-images/lead-acid-battery/f9388e11.webp,Lead-Acid Battery,428.24,Falling,RCY-1057,REF-103004,UPI,TXN784670621455,+91 11 5772 7444,5521.7,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Ankit Tiwari,7600.3,6,placeholder://scrap-images/small-battery/d173efd7.webp,Small Battery,355.96,Falling,RCY-1044,REF-103005,UPI,TXN973203205988,+91 11 4702 5430,10917.1,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Rohit Bhatt,82240.8,0,placeholder://scrap-images/newspaper/3d281047.webp,Newspaper,1523.44,Stable,RCY-1009,REF-103006,UPI,TXN524672372171,+91 11 5272 4168,80036.7,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Arjun Verma,77319.1,0,placeholder://scrap-images/copper/13f49f5e.webp,Copper,55977.68,Rising,RCY-1058,REF-103007,Cash,CASH-44A3BE669C,+91 11 7187 8358,204281.4,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Ashok Das,50254.2,0,placeholder://scrap-images/hard-plastics/32645c3c.webp,Hard Plastics,1033.83,Stable,RCY-1036,REF-103008,UPI,TXN868524271548,+91 11 6896 9731,67878.0,National Industries,"Jamshedpur, Jharkhand",Authorized
Swati Joshi,56043.2,0,placeholder://scrap-images/iron-steel/104b29f6.webp,Iron / Steel,1924.73,Rising,RCY-1051,REF-103009,Cash,CASH-CCB9800104,+91 11 8499 3477,98765.2,Sunrise Recycling Hub,"Narela, New Delhi",Authorized
Simran Chopra,7634.5,4,placeholder://scrap-images/lead-acid-battery/3f6c7432.webp,Lead-Acid Battery,743.05,Stable,RCY-1020,REF-103010,UPI,TXN157864847110,+91 11 2187 3623,9365.1,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Karan Kapoor,79153.9,0,placeholder://scrap-images/copper/363851ba.webp,Copper,50461.81,Stable,RCY-1042,REF-103011,UPI,TXN263201637751,+91 11 5238 5044,192200.5,Shakti Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Anita Rana,4165.5,1,placeholder://scrap-images/e-waste-pcb/a5fd8128.webp,E-Waste PCB,604.1,Rising,RCY-1024,REF-103012,UPI,TXN661789456420,+91 11 8324 7115,16959.2,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Neha Patel,14788.4,3,placeholder://scrap-images/small-battery/a89fdfca.webp,Small Battery,769.81,Falling,RCY-1014,REF-103013,UPI,TXN898642938409,+91 11 3605 8694,23395.8,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Ritu Tiwari,11044.0,0,placeholder://scrap-images/hard-plastics/5bc7b58d.webp,Hard Plastics,216.08,Falling,RCY-1004,REF-103014,UPI,TXN105365136104,+91 11 1440 6593,15764.9,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Seema Kapoor,70996.6,0,placeholder://scrap-images/newspaper/86a4c8b5.webp,Newspaper,1199.25,Stable,RCY-1011,REF-103015,UPI,TXN518279821078,+91 11 1323 1113,66524.9,Sunrise Enterprises,"Narela, New Delhi",Authorized
Vikram Thakur,13150.6,6,placeholder://scrap-images/e-waste-pcb/edd8ea1a.webp,E-Waste PCB,2104.16,Stable,RCY-1041,REF-103016,UPI,TXN130947555873,+91 11 4312 5401,49581.5,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Amit Saxena,10201.2,6,placeholder://scrap-images/lead-acid-battery/30d9b3f0.webp,Lead-Acid Battery,951.06,Stable,RCY-1032,REF-103017,UPI,TXN394360331776,+91 11 8271 8228,12828.4,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Karan Verma,72213.5,0,placeholder://scrap-images/hard-plastics/49aafb98.webp,Hard Plastics,1427.21,Rising,RCY-1024,REF-103018,UPI,TXN964482412226,+91 11 4925 5055,89603.4,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Kiran Das,11791.4,2,placeholder://scrap-images/e-waste-pcb/57fbd465.webp,E-Waste PCB,1833.68,Stable,RCY-1057,REF-103019,Cash,CASH-67B4EFF986,+91 11 4227 7349,51805.1,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Aarti Bose,9955.7,7,placeholder://scrap-images/lead-acid-battery/90ebc6b7.webp,Lead-Acid Battery,906.2,Falling,RCY-1011,REF-103020,Cash,CASH-4DBFDF0E8F,+91 11 6861 8831,11847.5,Sunrise Enterprises,"Narela, New Delhi",Authorized
Ankit Kapoor,4565.6,7,placeholder://scrap-images/lead-acid-battery/d8fad11b.webp,Lead-Acid Battery,420.21,Stable,RCY-1032,REF-103021,UPI,TXN676049342081,+91 11 3445 5759,5611.3,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sandeep Yadav,28030.8,0,placeholder://scrap-images/hard-plastics/a53d274e.webp,Hard Plastics,540.35,Stable,RCY-1014,REF-103022,UPI,TXN217040833307,+91 11 9243 9201,35431.0,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Meena Patel,19048.0,0,placeholder://scrap-images/pet-bottles/037a97d2.webp,PET Bottles,274.67,Stable,RCY-1010,REF-103023,UPI,TXN343583732024,+91 11 9587 3608,19201.8,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Ritu Sinha,362.3,2,placeholder://scrap-images/e-waste-pcb/e570de25.webp,E-Waste PCB,51.84,Falling,RCY-1000,REF-103024,UPI,TXN385664529711,+91 11 6752 7879,1496.1,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Ashok Iyer,6860.9,0,placeholder://scrap-images/hard-plastics/3441c1fe.webp,Hard Plastics,144.46,Stable,RCY-1029,REF-103025,UPI,TXN526833293748,+91 11 1115 5861,8224.3,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Ankit Thakur,52117.4,0,placeholder://scrap-images/copper/a0ab3a08.webp,Copper,37662.3,Rising,RCY-1019,REF-103026,UPI,TXN540890882472,+91 11 9053 8374,138600.8,Green India Metals,"Narela, New Delhi",Authorized
Rahul Sharma,83933.1,0,placeholder://scrap-images/pet-bottles/37d44aea.webp,PET Bottles,1322.74,Falling,RCY-1055,REF-103027,UPI,TXN533674292426,+91 11 1767 6780,90200.4,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Shalini Verma,76563.2,0,placeholder://scrap-images/newspaper/998cf5e2.webp,Newspaper,1298.69,Stable,RCY-1020,REF-103028,Cash,CASH-1C4152C799,+91 11 2156 9044,66557.6,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Divya Saxena,51803.8,0,placeholder://scrap-images/iron-steel/36c239c8.webp,Iron / Steel,1667.61,Stable,RCY-1035,REF-103029,UPI,TXN258896902683,+91 11 8668 6907,86427.9,Shakti Enterprises,"Guindy, Chennai",Authorized
Sneha Chauhan,13186.0,0,placeholder://scrap-images/iron-steel/bd6d9c8e.webp,Iron / Steel,388.53,Rising,RCY-1023,REF-103030,UPI,TXN287292031512,+91 11 9785 8658,24683.4,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Deepak Rana,4369.6,3,placeholder://scrap-images/lead-acid-battery/5f41c6a7.webp,Lead-Acid Battery,404.03,Rising,RCY-1008,REF-103031,UPI,TXN320897865856,+91 11 1613 5026,5330.3,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Amit Goel,3965.6,1,placeholder://scrap-images/lead-acid-battery/e43e48fb.webp,Lead-Acid Battery,358.29,Stable,RCY-1036,REF-103032,Cash,CASH-EAD5275FF0,+91 11 4916 4961,4463.6,National Industries,"Jamshedpur, Jharkhand",Authorized
Preeti Bose,1761.1,2,placeholder://scrap-images/lead-acid-battery/15e8d410.webp,Lead-Acid Battery,175.36,Stable,RCY-1025,REF-103033,UPI,TXN686270627157,+91 11 6298 6621,2184.6,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Arjun Reddy,5196.8,5,placeholder://scrap-images/lead-acid-battery/af681904.webp,Lead-Acid Battery,518.97,Stable,RCY-1006,REF-103034,UPI,TXN311640870559,+91 11 7751 8495,5965.3,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Ritu Pandey,63822.3,0,placeholder://scrap-images/hard-plastics/495e2d99.webp,Hard Plastics,1281.2,Stable,RCY-1036,REF-103035,Cash,CASH-F8BB1692BE,+91 11 4272 9219,90228.1,National Industries,"Jamshedpur, Jharkhand",Authorized
Aarti Rana,9902.5,6,placeholder://scrap-images/lead-acid-battery/9d6cecf8.webp,Lead-Acid Battery,918.02,Rising,RCY-1039,REF-103036,UPI,TXN374348629454,+91 11 4331 9890,11702.9,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Sunita Pandey,64097.9,0,placeholder://scrap-images/newspaper/7373bf13.webp,Newspaper,1198.91,Stable,RCY-1029,REF-103037,UPI,TXN258584897085,+91 11 6357 7341,54807.6,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Naveen Pandey,9060.1,2,placeholder://scrap-images/lead-acid-battery/d1c27ab8.webp,Lead-Acid Battery,898.57,Falling,RCY-1016,REF-103038,Cash,CASH-3D2643FD2B,+91 11 6022 8709,10724.6,Greenline Enterprises,"Narela, New Delhi",Authorized
Seema Das,8939.9,7,placeholder://scrap-images/small-battery/84a7ebce.webp,Small Battery,468.57,Stable,RCY-1008,REF-103039,UPI,TXN498830688336,+91 11 2915 8950,13508.2,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Vikram Bhatt,39352.6,0,placeholder://scrap-images/copper/1badf8df.webp,Copper,27036.31,Falling,RCY-1003,REF-103040,UPI,TXN108064770595,+91 11 3148 9101,105985.3,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Rahul Singh,10243.2,6,placeholder://scrap-images/e-waste-pcb/30376402.webp,E-Waste PCB,1624.01,Stable,RCY-1053,REF-103041,UPI,TXN601052640257,+91 11 3602 2652,43954.6,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Vinod Rawat,57506.3,0,placeholder://scrap-images/newspaper/35c9d9f2.webp,Newspaper,1047.06,Stable,RCY-1046,REF-103042,Cash,CASH-6CC99AEBE5,+91 11 3810 5992,55886.2,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Sunita Malhotra,62132.2,0,placeholder://scrap-images/pet-bottles/354204c0.webp,PET Bottles,879.87,Rising,RCY-1026,REF-103043,UPI,TXN361099611372,+91 11 4475 6780,66111.6,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Priya Agarwal,4426.0,3,placeholder://scrap-images/small-battery/4db39ef9.webp,Small Battery,217.17,Rising,RCY-1005,REF-103044,Cash,CASH-D6FBF42D7D,+91 11 1237 4850,6869.5,Shakti Industries,"Narela, New Delhi",Authorized
Preeti Joshi,28592.2,0,placeholder://scrap-images/hard-plastics/cb14eeb7.webp,Hard Plastics,612.5,Stable,RCY-1018,REF-103045,UPI,TXN165110093449,+91 11 3312 5638,37371.0,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Kavita Malhotra,67895.6,0,placeholder://scrap-images/copper/15fbf159.webp,Copper,45035.28,Rising,RCY-1048,REF-103046,Cash,CASH-1A3F13DA53,+91 11 4479 5042,165294.3,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Kavya Sharma,12846.3,8,placeholder://scrap-images/e-waste-pcb/06410554.webp,E-Waste PCB,1780.33,Rising,RCY-1059,REF-103047,Cash,CASH-CEE5E1F6AB,+91 11 2409 1394,46286.9,Sunrise Metals,"Peenya, Bengaluru",Authorized
Harish Agarwal,43837.4,0,placeholder://scrap-images/hard-plastics/a614b294.webp,Hard Plastics,900.49,Rising,RCY-1044,REF-103048,UPI,TXN929483677993,+91 11 9011 8777,59013.7,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Ashok Joshi,1688.3,6,placeholder://scrap-images/lead-acid-battery/f4623fbd.webp,Lead-Acid Battery,172.75,Rising,RCY-1028,REF-103049,UPI,TXN621224208038,+91 11 4690 6530,1857.5,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Rina Chopra,4428.3,2,placeholder://scrap-images/lead-acid-battery/1a06aa26.webp,Lead-Acid Battery,399.13,Rising,RCY-1021,REF-103050,Cash,CASH-6BAEAB388B,+91 11 5047 4557,5237.4,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Arjun Thakur,9167.2,3,placeholder://scrap-images/small-battery/8ff8519a.webp,Small Battery,455.62,Rising,RCY-1004,REF-103051,UPI,TXN808385008434,+91 11 2609 4402,12757.5,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Kavita Goel,57474.6,0,placeholder://scrap-images/copper/a8108660.webp,Copper,39516.67,Rising,RCY-1054,REF-103052,Cash,CASH-3FE52F6E95,+91 11 6415 9261,142897.7,National Scrap Traders,"Okhla Phase 2, New Delhi",Authorized
Karan Sinha,73205.9,0,placeholder://scrap-images/iron-steel/fda97ff7.webp,Iron / Steel,2332.53,Rising,RCY-1036,REF-103053,UPI,TXN761990170452,+91 11 1711 4621,141905.5,National Industries,"Jamshedpur, Jharkhand",Authorized
Rohit Rana,10376.5,2,placeholder://scrap-images/lead-acid-battery/cb0b0359.webp,Lead-Acid Battery,930.26,Rising,RCY-1036,REF-103054,UPI,TXN445154874477,+91 11 8568 2434,12699.5,National Industries,"Jamshedpur, Jharkhand",Authorized
Dinesh Gupta,1401.5,2,placeholder://scrap-images/small-battery/32b4b9a5.webp,Small Battery,69.19,Stable,RCY-1002,REF-103055,Cash,CASH-56FB3C19F4,+91 11 7415 6328,2305.3,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Jyoti Mehta,207.3,5,placeholder://scrap-images/e-waste-pcb/bd2180bd.webp,E-Waste PCB,32.76,Rising,RCY-1013,REF-103056,UPI,TXN376123882956,+91 11 4444 3627,787.9,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Deepak Sinha,53147.4,0,placeholder://scrap-images/pet-bottles/eebfda00.webp,PET Bottles,765.69,Rising,RCY-1059,REF-103057,UPI,TXN162841988371,+91 11 8592 3461,61503.9,Sunrise Metals,"Peenya, Bengaluru",Authorized
Mohit Patel,36118.6,0,placeholder://scrap-images/hard-plastics/aaa3fe86.webp,Hard Plastics,722.4,Stable,RCY-1003,REF-103058,Cash,CASH-5119EC84ED,+91 11 9311 8307,46595.6,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Gaurav Iyer,10024.9,0,placeholder://scrap-images/hard-plastics/aae6ef25.webp,Hard Plastics,203.76,Rising,RCY-1023,REF-103059,UPI,TXN147305906844,+91 11 1710 1982,13137.7,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Rohit Nair,57255.2,0,placeholder://scrap-images/copper/956e80b7.webp,Copper,36694.15,Stable,RCY-1041,REF-103060,Cash,CASH-5DA1AD0635,+91 11 8306 6418,153457.3,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Harish Mishra,49861.8,0,placeholder://scrap-images/newspaper/b2d2ab81.webp,Newspaper,843.03,Rising,RCY-1029,REF-103061,UPI,TXN418864081050,+91 11 5492 7900,46294.3,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Rohit Saxena,16951.0,0,placeholder://scrap-images/copper/c06eb426.webp,Copper,11133.93,Rising,RCY-1048,REF-103062,UPI,TXN411506942543,+91 11 2065 6475,43636.2,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Shalini Singh,66268.8,0,placeholder://scrap-images/pet-bottles/996db294.webp,PET Bottles,967.46,Stable,RCY-1020,REF-103063,Cash,CASH-4A2D6C377E,+91 11 2113 9432,72824.0,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Naveen Sharma,35931.6,0,placeholder://scrap-images/hard-plastics/fb4df02f.webp,Hard Plastics,738.71,Stable,RCY-1023,REF-103064,Cash,CASH-B486420E94,+91 11 7691 6360,49672.7,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Arjun Agarwal,11816.8,4,placeholder://scrap-images/e-waste-pcb/bf785522.webp,E-Waste PCB,1830.75,Rising,RCY-1011,REF-103065,UPI,TXN909151057507,+91 11 5457 9451,45516.2,Sunrise Enterprises,"Narela, New Delhi",Authorized
Ritu Agarwal,1460.9,3,placeholder://scrap-images/small-battery/fb382682.webp,Small Battery,69.35,Falling,RCY-1046,REF-103066,UPI,TXN625502677113,+91 11 7033 4243,2115.1,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Sunita Kapoor,3563.3,7,placeholder://scrap-images/small-battery/6c6558d1.webp,Small Battery,175.69,Rising,RCY-1059,REF-103067,UPI,TXN161048681366,+91 11 4029 8731,5114.8,Sunrise Metals,"Peenya, Bengaluru",Authorized
Gaurav Mishra,3427.1,8,placeholder://scrap-images/lead-acid-battery/fab982b3.webp,Lead-Acid Battery,307.62,Stable,RCY-1001,REF-103068,UPI,TXN495997342242,+91 11 3434 6101,3818.7,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Ritu Rana,2618.0,6,placeholder://scrap-images/small-battery/0734856b.webp,Small Battery,121.12,Stable,RCY-1059,REF-103069,UPI,TXN710456958648,+91 11 5264 1419,4063.4,Sunrise Metals,"Peenya, Bengaluru",Authorized
Neha Tiwari,61080.0,0,placeholder://scrap-images/pet-bottles/5e7bc3d6.webp,PET Bottles,940.77,Falling,RCY-1003,REF-103070,Cash,CASH-2F617BDECA,+91 11 8665 9822,63131.7,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Anita Nair,67761.4,0,placeholder://scrap-images/iron-steel/26649972.webp,Iron / Steel,2134.67,Stable,RCY-1028,REF-103071,UPI,TXN432046944711,+91 11 7541 8060,110360.1,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Preeti Iyer,62061.1,0,placeholder://scrap-images/iron-steel/d3c4d9bb.webp,Iron / Steel,1897.61,Falling,RCY-1043,REF-103072,Cash,CASH-FF03FDEC9E,+91 11 6067 4446,118850.1,Urban Waste Management,"Ludhiana, Punjab",Authorized
Yogesh Bose,13200.1,6,placeholder://scrap-images/small-battery/27f11e61.webp,Small Battery,702.82,Rising,RCY-1037,REF-103073,UPI,TXN799165398153,+91 11 7998 3706,19115.0,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Rekha Agarwal,5748.5,3,placeholder://scrap-images/small-battery/5575bfbb.webp,Small Battery,274.12,Falling,RCY-1028,REF-103074,Cash,CASH-FB8E63DC2A,+91 11 3602 8992,8006.7,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Kavita Mishra,64746.7,0,placeholder://scrap-images/iron-steel/f39d59b2.webp,Iron / Steel,2198.52,Falling,RCY-1038,REF-103075,UPI,TXN899099505554,+91 11 5431 8659,124003.8,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Anjali Kapoor,23171.7,0,placeholder://scrap-images/copper/c38b667a.webp,Copper,15130.03,Falling,RCY-1025,REF-103076,UPI,TXN208892187254,+91 11 5886 7329,57123.1,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Kavya Yadav,14707.8,7,placeholder://scrap-images/e-waste-pcb/5efb533d.webp,E-Waste PCB,2089.26,Stable,RCY-1047,REF-103077,Cash,CASH-8E028A3A6C,+91 11 9548 8714,57491.2,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Preeti Iyer,87481.8,0,placeholder://scrap-images/iron-steel/613ae312.webp,Iron / Steel,2846.03,Falling,RCY-1048,REF-103078,UPI,TXN975894761055,+91 11 6901 2366,169733.7,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
